Node Name,Node Type,Policy,Parent Test Group,Test Name,Description,Element,Result Time,Result State,Actual Value
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3. 1 Do Not Allow Drive Redirection: Enabled","Do Not Allow Drive Redirection: Enabled","This test verifies that the 'Do not allow drive redirection' setting is enabled. This setting prevents users from sharing the local drives on their client computers to Terminal Servers that they access.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Terminal Services|fDisableCdm",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3. 1 Do Not Allow Drive Redirection: Enabled","Do Not Allow Drive Redirection: Enabled","This test verifies that the 'Do not allow drive redirection' setting is enabled. This setting prevents users from sharing the local drives on their client computers to Terminal Servers that they access.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Terminal Services|fDisableCdm",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3. 1 Do Not Allow Drive Redirection: Enabled","Do Not Allow Drive Redirection: Enabled","This test verifies that the 'Do not allow drive redirection' setting is enabled. This setting prevents users from sharing the local drives on their client computers to Terminal Servers that they access.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Terminal Services|fDisableCdm",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.16 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.16 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.16 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.16 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.17 Clear System Page File during Shutdown: Disabled","Clear System Page File during Shutdown: Disabled","This test determines whether the 'Shutdown: Clear virtual memory pagefile' feature is disabled.  This setting promotes system availability and usability by preventing a typically time-consuming process from occurring on every proper shutdown.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management|ClearPageFileAtShutdown",12/13/12 5:20 PM,passed,"Clear PageFile at Shutdown=0"
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.17 Clear System Page File during Shutdown: Disabled","Clear System Page File during Shutdown: Disabled","This test determines whether the 'Shutdown: Clear virtual memory pagefile' feature is disabled.  This setting promotes system availability and usability by preventing a typically time-consuming process from occurring on every proper shutdown.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management|ClearPageFileAtShutdown",12/13/12 5:20 PM,passed,"Clear PageFile at Shutdown=0"
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.17 Clear System Page File during Shutdown: Disabled","Clear System Page File during Shutdown: Disabled","This test determines whether the 'Shutdown: Clear virtual memory pagefile' feature is disabled.  This setting promotes system availability and usability by preventing a typically time-consuming process from occurring on every proper shutdown.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management|ClearPageFileAtShutdown",12/13/12 5:20 PM,passed,"Clear PageFile at Shutdown=0"
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.17 Clear System Page File during Shutdown: Disabled","Clear System Page File during Shutdown: Disabled","This test determines whether the 'Shutdown: Clear virtual memory pagefile' feature is disabled.  This setting promotes system availability and usability by preventing a typically time-consuming process from occurring on every proper shutdown.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management|ClearPageFileAtShutdown",12/13/12 5:20 PM,passed,"Clear PageFile at Shutdown=0"
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.28 Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","If you enable this setting, it directs the RPC Runtime on an RPC server to restrict unauthenticated RPC clients connecting to RPC servers running on a machine. A client will be considered an authenticated client if it uses a named pipe to communicate with the server or if it uses RPC Security. RPC Interfaces that have specifically asked to be accessible by unauthenticated clients may be exempt from this restriction, depending on the selected value for this policy.
If you disable this setting or do not configure it, the value of Authenticated will be used for Windows XP and the value of None will be used for Server SKUs that support this policy setting. If you enable it, the following values are available:
-""None"" allows all RPC clients to connect to RPC Servers running on the machine on which the policy is applied.
-""Authenticated"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. Interfaces that have asked to be exempt from this restriction will be granted an exemption.
-""Authenticated without exceptions"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. No exceptions are allowed.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|RestrictRemoteClients",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.28 Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","If you enable this setting, it directs the RPC Runtime on an RPC server to restrict unauthenticated RPC clients connecting to RPC servers running on a machine. A client will be considered an authenticated client if it uses a named pipe to communicate with the server or if it uses RPC Security. RPC Interfaces that have specifically asked to be accessible by unauthenticated clients may be exempt from this restriction, depending on the selected value for this policy.
If you disable this setting or do not configure it, the value of Authenticated will be used for Windows XP and the value of None will be used for Server SKUs that support this policy setting. If you enable it, the following values are available:
-""None"" allows all RPC clients to connect to RPC Servers running on the machine on which the policy is applied.
-""Authenticated"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. Interfaces that have asked to be exempt from this restriction will be granted an exemption.
-""Authenticated without exceptions"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. No exceptions are allowed.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|RestrictRemoteClients",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.28 Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","If you enable this setting, it directs the RPC Runtime on an RPC server to restrict unauthenticated RPC clients connecting to RPC servers running on a machine. A client will be considered an authenticated client if it uses a named pipe to communicate with the server or if it uses RPC Security. RPC Interfaces that have specifically asked to be accessible by unauthenticated clients may be exempt from this restriction, depending on the selected value for this policy.
If you disable this setting or do not configure it, the value of Authenticated will be used for Windows XP and the value of None will be used for Server SKUs that support this policy setting. If you enable it, the following values are available:
-""None"" allows all RPC clients to connect to RPC Servers running on the machine on which the policy is applied.
-""Authenticated"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. Interfaces that have asked to be exempt from this restriction will be granted an exemption.
-""Authenticated without exceptions"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. No exceptions are allowed.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|RestrictRemoteClients",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.28 Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","Restrictions for Unauthenticated RPC Clients: Enabled: Authenticated","If you enable this setting, it directs the RPC Runtime on an RPC server to restrict unauthenticated RPC clients connecting to RPC servers running on a machine. A client will be considered an authenticated client if it uses a named pipe to communicate with the server or if it uses RPC Security. RPC Interfaces that have specifically asked to be accessible by unauthenticated clients may be exempt from this restriction, depending on the selected value for this policy.
If you disable this setting or do not configure it, the value of Authenticated will be used for Windows XP and the value of None will be used for Server SKUs that support this policy setting. If you enable it, the following values are available:
-""None"" allows all RPC clients to connect to RPC Servers running on the machine on which the policy is applied.
-""Authenticated"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. Interfaces that have asked to be exempt from this restriction will be granted an exemption.
-""Authenticated without exceptions"" allows only authenticated RPC Clients (per the definition above) to connect to RPC Servers running on the machine on which the policy is applied. No exceptions are allowed.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|RestrictRemoteClients",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.29 RPC Endpoint Mapper Client Authentication: Enabled","RPC Endpoint Mapper Client Authentication: Enabled","Enabling this setting directs RPC Clients that need to communicate with the Endpoint Mapper Service to authenticate as long as the RPC call for which the endpoint needs to be resolved has authentication information.  Disabling this setting will cause RPC Clients that need to communicate with the Endpoint Mapper Service to not authenticate. The Endpoint Mapper Service on machines running Windows NT4 (all service packs) cannot process authentication information supplied in this manner. This means that enabling this setting on a client machine will prevent that client from communicating with a Windows NT4 server using RPC if endpoint resolution is needed.
By default, RPC Clients will not use authentication to communicate with the RPC Server Endpoint Mapper Service when asking for the endpoint of a server.
Note: This policy will not be applied until the system is rebooted.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|EnableAuthEpResolution",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.29 RPC Endpoint Mapper Client Authentication: Enabled","RPC Endpoint Mapper Client Authentication: Enabled","Enabling this setting directs RPC Clients that need to communicate with the Endpoint Mapper Service to authenticate as long as the RPC call for which the endpoint needs to be resolved has authentication information.  Disabling this setting will cause RPC Clients that need to communicate with the Endpoint Mapper Service to not authenticate. The Endpoint Mapper Service on machines running Windows NT4 (all service packs) cannot process authentication information supplied in this manner. This means that enabling this setting on a client machine will prevent that client from communicating with a Windows NT4 server using RPC if endpoint resolution is needed.
By default, RPC Clients will not use authentication to communicate with the RPC Server Endpoint Mapper Service when asking for the endpoint of a server.
Note: This policy will not be applied until the system is rebooted.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|EnableAuthEpResolution",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.29 RPC Endpoint Mapper Client Authentication: Enabled","RPC Endpoint Mapper Client Authentication: Enabled","Enabling this setting directs RPC Clients that need to communicate with the Endpoint Mapper Service to authenticate as long as the RPC call for which the endpoint needs to be resolved has authentication information.  Disabling this setting will cause RPC Clients that need to communicate with the Endpoint Mapper Service to not authenticate. The Endpoint Mapper Service on machines running Windows NT4 (all service packs) cannot process authentication information supplied in this manner. This means that enabling this setting on a client machine will prevent that client from communicating with a Windows NT4 server using RPC if endpoint resolution is needed.
By default, RPC Clients will not use authentication to communicate with the RPC Server Endpoint Mapper Service when asking for the endpoint of a server.
Note: This policy will not be applied until the system is rebooted.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|EnableAuthEpResolution",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.29 RPC Endpoint Mapper Client Authentication: Enabled","RPC Endpoint Mapper Client Authentication: Enabled","Enabling this setting directs RPC Clients that need to communicate with the Endpoint Mapper Service to authenticate as long as the RPC call for which the endpoint needs to be resolved has authentication information.  Disabling this setting will cause RPC Clients that need to communicate with the Endpoint Mapper Service to not authenticate. The Endpoint Mapper Service on machines running Windows NT4 (all service packs) cannot process authentication information supplied in this manner. This means that enabling this setting on a client machine will prevent that client from communicating with a Windows NT4 server using RPC if endpoint resolution is needed.
By default, RPC Clients will not use authentication to communicate with the RPC Server Endpoint Mapper Service when asking for the endpoint of a server.
Note: This policy will not be applied until the system is rebooted.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc|EnableAuthEpResolution",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.30 Shut down System Immediately If Unable to Log Security Audits: Disabled","Shut down System Immediately If Unable to Log Security Audits: Disabled","This test verifies that ""Audit: Shut down system immediately if unable to log security audits"" policy is set to disabled. This setting prevents system from shutting down when server is unable to log security events.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa|crashonauditfail",3/6/13 4:39 PM,passed,"Enabled Shut down System Immediately If Unable to Log Security Audits=0"
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.30 Shut down System Immediately If Unable to Log Security Audits: Disabled","Shut down System Immediately If Unable to Log Security Audits: Disabled","This test verifies that ""Audit: Shut down system immediately if unable to log security audits"" policy is set to disabled. This setting prevents system from shutting down when server is unable to log security events.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa|crashonauditfail",3/6/13 4:39 PM,passed,"Enabled Shut down System Immediately If Unable to Log Security Audits=0"
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.30 Shut down System Immediately If Unable to Log Security Audits: Disabled","Shut down System Immediately If Unable to Log Security Audits: Disabled","This test verifies that ""Audit: Shut down system immediately if unable to log security audits"" policy is set to disabled. This setting prevents system from shutting down when server is unable to log security events.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa|crashonauditfail",3/6/13 4:39 PM,passed,"Enabled Shut down System Immediately If Unable to Log Security Audits=0"
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.30 Shut down System Immediately If Unable to Log Security Audits: Disabled","Shut down System Immediately If Unable to Log Security Audits: Disabled","This test verifies that ""Audit: Shut down system immediately if unable to log security audits"" policy is set to disabled. This setting prevents system from shutting down when server is unable to log security events.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa|crashonauditfail",3/6/13 4:39 PM,passed,"Enabled Shut down System Immediately If Unable to Log Security Audits=0"
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.31 Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","This test determines whether the 'User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop' feature is disabled.  This helps limit privilege elevation in some circumstances by disallowing User Interface Accessibility programs from bypassing the Secure Desktop and displaying privilege elevation prompts via the Interactive Desktop.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System|EnableUIADesktopToggle",3/6/13 4:39 PM,passed,"EnableUIADesktopToggle=0"
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.31 Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","This test determines whether the 'User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop' feature is disabled.  This helps limit privilege elevation in some circumstances by disallowing User Interface Accessibility programs from bypassing the Secure Desktop and displaying privilege elevation prompts via the Interactive Desktop.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System|EnableUIADesktopToggle",3/6/13 4:39 PM,passed,"EnableUIADesktopToggle=0"
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.31 Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","This test determines whether the 'User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop' feature is disabled.  This helps limit privilege elevation in some circumstances by disallowing User Interface Accessibility programs from bypassing the Secure Desktop and displaying privilege elevation prompts via the Interactive Desktop.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System|EnableUIADesktopToggle",3/6/13 4:39 PM,passed,"EnableUIADesktopToggle=0"
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.31 Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","Allow UIAccess Applications to Prompt for Elevation without Using the Secure Desktop: Disabled","This test determines whether the 'User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop' feature is disabled.  This helps limit privilege elevation in some circumstances by disallowing User Interface Accessibility programs from bypassing the Secure Desktop and displaying privilege elevation prompts via the Interactive Desktop.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System|EnableUIADesktopToggle",3/6/13 4:39 PM,passed,"EnableUIADesktopToggle=0"
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.32 Windows Firewall Domain - Display Notifications: No","Windows Firewall Domain - Display Notifications: No","This test determines whether the 'Prohibit Notifications' feature in the firewall domain profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|DisableNotifications",3/6/13 4:38 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.32 Windows Firewall Domain - Display Notifications: No","Windows Firewall Domain - Display Notifications: No","This test determines whether the 'Prohibit Notifications' feature in the firewall domain profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|DisableNotifications",3/6/13 4:38 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.32 Windows Firewall Domain - Display Notifications: No","Windows Firewall Domain - Display Notifications: No","This test determines whether the 'Prohibit Notifications' feature in the firewall domain profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|DisableNotifications",3/6/13 4:38 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.32 Windows Firewall Domain - Display Notifications: No","Windows Firewall Domain - Display Notifications: No","This test determines whether the 'Prohibit Notifications' feature in the firewall domain profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|DisableNotifications",3/6/13 4:38 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.33 Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","This test determines whether the 'Prohibit Notifications' feature in the firewall standard profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile|DisableNotifications",7/11/12 4:48 PM,passed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.33 Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","This test determines whether the 'Prohibit Notifications' feature in the firewall standard profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile|DisableNotifications",7/11/12 4:48 PM,passed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.33 Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","This test determines whether the 'Prohibit Notifications' feature in the firewall standard profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile|DisableNotifications",7/11/12 4:48 PM,passed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.33 Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","Standard Profile - Windows Firewall: Prohibit Notifications: Disabled","This test determines whether the 'Prohibit Notifications' feature in the firewall standard profile is disabled.  Disabling this feature will notify and ask permission of the user whenever an application wishes to connect to the network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\StandardProfile|DisableNotifications",7/11/12 4:48 PM,passed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.36 Windows Firewall Domain - Apply Local Firewall Rules: No","Windows Firewall Domain - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Domain - Apply Local Firewall Rules is No. This check ensures local firewall rules will not be merged with Group Policy settings in the domain.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.36 Windows Firewall Domain - Apply Local Firewall Rules: No","Windows Firewall Domain - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Domain - Apply Local Firewall Rules is No. This check ensures local firewall rules will not be merged with Group Policy settings in the domain.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.36 Windows Firewall Domain - Apply Local Firewall Rules: No","Windows Firewall Domain - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Domain - Apply Local Firewall Rules is No. This check ensures local firewall rules will not be merged with Group Policy settings in the domain.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.36 Windows Firewall Domain - Apply Local Firewall Rules: No","Windows Firewall Domain - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Domain - Apply Local Firewall Rules is No. This check ensures local firewall rules will not be merged with Group Policy settings in the domain.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.37 Windows Firewall Domain - Apply Local Connection Rules: No","Windows Firewall Domain - Apply Local Connection Rules: No","This test verifies that Windows Firewall Domain - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.37 Windows Firewall Domain - Apply Local Connection Rules: No","Windows Firewall Domain - Apply Local Connection Rules: No","This test verifies that Windows Firewall Domain - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.37 Windows Firewall Domain - Apply Local Connection Rules: No","Windows Firewall Domain - Apply Local Connection Rules: No","This test verifies that Windows Firewall Domain - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.37 Windows Firewall Domain - Apply Local Connection Rules: No","Windows Firewall Domain - Apply Local Connection Rules: No","This test verifies that Windows Firewall Domain - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.38 Windows Firewall Private - Apply Local Firewall Rules: No","Windows Firewall Private - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Private - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.38 Windows Firewall Private - Apply Local Firewall Rules: No","Windows Firewall Private - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Private - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
